NCM;Categoria;Descricao;InicioVigencia;FimVigencia;UTrib;DescricaoUTrib;Observacao
03023600;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03023600 - ATUNS DO SUL (THUNNUS MACCOYII) FRESCO/REFR.;01/01/2016;;KG;QUILOGRAMA;
03023900;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03023900 - OUTROS ATUNS FRESCOS OU REFRIGERADOS;01/01/2016;;KG;QUILOGRAMA;
03024100;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03024100 - ARANQUES FRESCOS OU REFRIGERADOS;01/01/2016;;KG;QUILOGRAMA;
03024210;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03024210 - ANCHOITA FRESCA OU REFRIGERADA;01/01/2016;;KG;QUILOGRAMA;
03024290;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03024290 - OUTROS ARENQUES FRESCOS OU REFRIGERADOS;01/01/2016;;KG;QUILOGRAMA;
03024300;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03024300 - SARDINHAS, ANCHOVETAS FRESCAS OU REFRIGERADAS;01/01/2016;;KG;QUILOGRAMA;
03024400;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03024400 - CAVALINHAS FRESCAS OU REFRIGERADAS;01/01/2016;;KG;QUILOGRAMA;
03024500;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03024500 - CHICHARROS FRESCOS OU REFRIGERADOS;01/01/2016;;KG;QUILOGRAMA;
03024600;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03024600 - BIJUPIRÁ FRESCO OU REFRIGERADO;01/01/2016;;KG;QUILOGRAMA;
03024700;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03024700 - ESPADARTE FRESCO OU REFRIGERADO;01/01/2016;;KG;QUILOGRAMA;
03024910;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;ESPADINS, MARLINS, VELEIROS (ISTIOPHORIDAE);01/01/2017;;KG;QUILOGRAMA;
03024990;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;Outros;01/01/2017;;KG;QUILOGRAMA;
03025100;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;"03025100 - BACALHAU-DO-ATLÂNTICO; DA-GROELÂNDIA D/PACÍF.FRESC./REF";01/01/2016;;KG;QUILOGRAMA;
03025200;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03025200 - HADDOCK OU LUBINA FRESCO OU REFRIGERADO;01/01/2016;;KG;QUILOGRAMA;
03025300;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03025300 - SAITHE (POLLACHIUS VIRENS) FRESCO OU REFRIGERADO;01/01/2016;;KG;QUILOGRAMA;
03025400;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03025400 - MERLUZAS E ABRÓTEAS FRESCAS OU REFRIGERADAS;01/01/2016;;KG;QUILOGRAMA;
03025500;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03025500 - MERLUZA-DO-ALASCA FRESCA OU REFRIGERADA;01/01/2016;;KG;QUILOGRAMA;
03025600;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03025600 - VERDINHOS FRESCOS OU REFRIGERADOS;01/01/2016;;KG;QUILOGRAMA;
03025900;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03025900 - OUTROS PEIXES FRESCOS OU REFRIGERADOS;01/01/2016;;KG;QUILOGRAMA;
03027100;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03027100 - TILÁPIAS FRESCAS OU REFRIGERADAS;01/01/2016;;KG;QUILOGRAMA;
03027210;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03027210 - BAGRE FRESCO OU REFRIGERADO;01/01/2016;;KG;QUILOGRAMA;
03027290;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03027290 - OUTROS BAGRES FRESCOS OU REFRIGERADOS;01/01/2016;;KG;QUILOGRAMA;
03027300;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03027300 - CARPAS FRESCAS OU REFRIGERADAS;01/01/2016;;KG;QUILOGRAMA;
03027400;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03027400 - ENGUIAS FRESCAS OU REFRIGERADAS;01/01/2016;;KG;QUILOGRAMA;
03027900;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03027900 - OUTROS PEIXES FRESCOS OU REFRIGERADOS;01/01/2016;;KG;QUILOGRAMA;
03028100;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028100 - CAÇÃO E OUTROS TUBARÕES FRESCOS OU REFIRGERADOS;01/01/2016;;KG;QUILOGRAMA;
03028200;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028200 - RAIAS FRESCAS OU REFRIGERADAS;01/01/2016;;KG;QUILOGRAMA;
03028310;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028310 - MERLUZA NEGRA (DISSOSTICHUS ELEGINOIDES);01/01/2016;;KG;QUILOGRAMA;
03028320;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028320 - MERLUZA ANTÁRTICA FRESCA OU REFRIGERADA;01/01/2016;;KG;QUILOGRAMA;
03028400;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028400 - ROBALOS FRESCOS OU REFRIGERADOS;01/01/2016;;KG;QUILOGRAMA;
03028500;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028500 - PARGOS OU SARGOS (SPARIDAE) FRESCOS OU REFRIGERADOS;01/01/2016;;KG;QUILOGRAMA;
03028910;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;PARGO (LUTJANUS PURPUREUS) ;01/01/2017;;KG;QUILOGRAMA;
03028911;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028911 - AGULHÕES FRESCOS OU REFRIGERADOS;01/01/2016;31/03/2017;KG;QUILOGRAMA;
03028912;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028912 - PARGO (LUTJANUS PURPUREUS) FRESCO OU REFRIGERADO;01/01/2016;31/03/2017;KG;QUILOGRAMA;
03028921;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028921 - CHERNE-POVEIRO FRESCO OU REFRIGERADO;01/01/2016;;KG;QUILOGRAMA;
03028922;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028922 - GAROUPAS FRESCAS OU REFRIGERADAS;01/01/2016;;KG;QUILOGRAMA;
03028923;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028923 - ESTURJÃO FRESCO OU REFRIGERADO;01/01/2016;;KG;QUILOGRAMA;
03028924;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028924 - PEIXES-REI FRESCOS OU REFRIGERADOS;01/01/2016;;KG;QUILOGRAMA;
03028931;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028931 - CURIMATÃS FRESCAS OU REFRIGERADAS;01/01/2016;;KG;QUILOGRAMA;
03028932;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028932 - TILÁPIAS FRESCAS OU REFRIGERADAS;01/01/2016;;KG;QUILOGRAMA;
03028933;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028933 - SURUBINS FRECOS OU REFRIGERADOS;01/01/2016;;KG;QUILOGRAMA;
03028934;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028934 - TRAÍRA FRESCA OU REFRIGERADA;01/01/2016;;KG;QUILOGRAMA;
03028935;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028935 - PIAUS (LEPORINUS SPP.) FRESCO OU REFRIGERADO;01/01/2016;;KG;QUILOGRAMA;
03028936;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028936 - TAINHAS FRESCAS OU REFRIGERADAS;01/01/2016;;KG;QUILOGRAMA;
03028937;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028937 - PIRARUCU (ARAPAIMA GIGAS) FRESCO OU REFRIGERADO;01/01/2016;;KG;QUILOGRAMA;
03028938;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028938 - PESCADAS (CYNOCION SPP.) FRESCO OU REFRIGERADO;01/01/2016;;KG;QUILOGRAMA;
03028941;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028941 - PIRAMUTABA FRESCA OU REFRIGERADA;01/01/2016;;KG;QUILOGRAMA;
03028942;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028942 - DOURADA (BRACHYPLATYSTOMA FLAVICANS) FRESCA/REFRIGERADA;01/01/2016;;KG;QUILOGRAMA;
03028943;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028943 - PACU (PIARATUS MESOPOTAMICUS) FRESCO OU REFRIGERADO;01/01/2016;;KG;QUILOGRAMA;
03028944;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028944 - TAMBAQUI (COLOSSOMA MACROPOMUM) FRESCO/REFRIGERADO;01/01/2016;;KG;QUILOGRAMA;
03028945;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028945 - TAMBACU (HÍBRIDO DE TAMBAQUI E PACU) FRESCO/REFRIGERADO;01/01/2016;;KG;QUILOGRAMA;
03028990;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03028990 - OUTROS PEIXES FRESCOS OU REFRIGERADOS;01/01/2016;;KG;QUILOGRAMA;
03029000;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03029000 - FÍGADOS, OVAS, E SÊMEN DE PEIXES FRESCOS OU REFRIGERADO;01/01/2016;31/03/2017;KG;QUILOGRAMA;
03029100;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03029100 - -- FÍGADOS, OVAS E GÔNADAS MASCULINAS;01/01/2017;;KG;QUILOGRAMA;
03029200;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03029200 - -- BARBATANAS DE TUBARÃO;01/01/2017;;KG;QUILOGRAMA;
03029900;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03029900 - -- OUTROS;01/01/2017;;KG;QUILOGRAMA;
03031100;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03031100 - SALMÕES VERM.(ONCORHYNCHUS NERKA)CONG.;01/01/2016;;KG;QUILOGRAMA;
03031200;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03031200 - SALMÕES-DO-PACÍFICO CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03031300;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03031300 - SALMÃO-DO-ATLÂNTICO E SALMÃO-DO-DANÚBIO CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03031400;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03031400 - TRUTAS CONGELADAS;01/01/2016;;KG;QUILOGRAMA;
03031900;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03031900 - OUTROS PEIXES CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03032300;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03032300 - TILÁPIAS CONGELADAS;01/01/2016;;KG;QUILOGRAMA;
03032410;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03032410 - BAGRE CONGELADO;01/01/2016;;KG;QUILOGRAMA;
03032490;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03032490 - OUTROS BAGRES CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03032500;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03032500 - CARPAS CONGELADAS;01/01/2016;;KG;QUILOGRAMA;
03032600;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03032600 - ENGUIAS CONGELADAS;01/01/2016;;KG;QUILOGRAMA;
03032900;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03032900 - OUTROS PEIXES CONGELADAS;01/01/2016;;KG;QUILOGRAMA;
03033100;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03033100 - LINGUADOS-GIGANTES, CONG.EXC.FÍG.OVAS,SÊMEN;01/01/2016;;KG;QUILOGRAMA;
03033200;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03033200 - SOLHAS/PATRUÇAS, CONG.EXC.FÍG.OVAS.SÊMEN;01/01/2016;;KG;QUILOGRAMA;
03033300;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03033300 - LINGUADO(SOLEA SPP.),CONG.,EXC.FÍG,OVAS,SÊM.;01/01/2016;;KG;QUILOGRAMA;
03033400;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03033400 - PREGADO CONGELADO;01/01/2016;;KG;QUILOGRAMA;
03033900;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03033900 - OUTROS PEIXES CHATOS CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03034100;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03034100 - ATUNS-BRANCOS / GERMÕES,CONG.,EXC.FÍGADOS;01/01/2016;;KG;QUILOGRAMA;
03034200;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03034200 - ALBACORAS(THUNNUS ALBACARES),CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03034300;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03034300 - BONITO-LISTR./VENTR RAIAD, FRES.,REFR.,EXC.FÍG.;01/01/2016;;KG;QUILOGRAMA;
03034400;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03034400 - ALBACORAS-BANDOLIM(THUNNUS OBESUS)CONG.;01/01/2016;;KG;QUILOGRAMA;
03034500;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03034500 - ATUNS AZUIS CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03034600;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03034600 - ATUNS DO SUL (THUNNUS MACCOYII)CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03034900;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03034900 - OUTROS PEIXES CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03035100;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03035100 - ARENQUES,CONG.,EXC.FÍGADO,OVAS,SÊMEN;01/01/2016;;KG;QUILOGRAMA;
03035300;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03035300 - SARDINHAS, ANCHOVETA CONGELADAS;01/01/2016;;KG;QUILOGRAMA;
03035400;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03035400 - CAVALINHAS CONGELADAS;01/01/2016;;KG;QUILOGRAMA;
03035500;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03035500 - CHICHARROS CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03035600;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03035600 - BIJUPIRÁ CONGELADO;01/01/2016;;KG;QUILOGRAMA;
03035700;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03035700 - ESPADARTE CONGELADO;01/01/2016;;KG;QUILOGRAMA;
03035910;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03035910 - ESPADINS, MARLINS, VELEIROS (ISTIOPHORIDAE);01/01/2017;;KG;QUILOGRAMA;
03035920;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03035920 - ANCHOITA (ENGRAULIS ANCHOITA);01/01/2017;;KG;QUILOGRAMA;
03035990;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03035990 - OUTROS;01/01/2017;;KG;QUILOGRAMA;
03036300;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03036300 - BACALHAU-DO-ATLÂNT.,DA-GROELÂNDIA DO PACÍFICO CONGELADO;01/01/2016;;KG;QUILOGRAMA;
03036400;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03036400 - HADDOCK OU LUBINA CONGELADO;01/01/2016;;KG;QUILOGRAMA;
03036500;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03036500 - SAITHE (POLLACHIUS VIRENS) CONGELADO;01/01/2016;;KG;QUILOGRAMA;
03036600;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03036600 - MERLUZAS E ABRÓTEAS CONGELADAS;01/01/2016;;KG;QUILOGRAMA;
03036700;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03036700 - MERLUZA-DO-ALASCA CONGELADA;01/01/2016;;KG;QUILOGRAMA;
03036800;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03036800 - VERDINHOS CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03036910;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03036910 - MERLUZA ROSADA CONGELADA;01/01/2016;;KG;QUILOGRAMA;
03036990;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03036990 - OUTROS PEIXES CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03038111;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038111 - TUBARÃO-AZUL INTEIRO CONGELADO;01/01/2016;;KG;QUILOGRAMA;
03038112;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038112 - TUBARÃO-AZUL EVISCERADO,S/CABEÇA,S/BARBATANAS,CONGELADO;01/01/2016;;KG;QUILOGRAMA;
03038113;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038113 - TUBARÃO-AZUL EM PEDAÇOS, COM PELE, CONGELADO;01/01/2016;;KG;QUILOGRAMA;
03038114;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038114 - TUBARÃO-AZUL EM PEDAÇOS, SEM PELE, CONGELADO;01/01/2016;;KG;QUILOGRAMA;
03038119;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038119 - TUBARÃO-AZUL EM QQ. OUTRA FORMA, CONGELADO;01/01/2016;;KG;QUILOGRAMA;
03038190;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038190 - CAÇÃO E OUTROS TUBARÕES CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03038200;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038200 - RAIAS CONGELADAS;01/01/2016;;KG;QUILOGRAMA;
03038311;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038311 - MERLUZA NEGRA EVISCERADA, S/CABEÇA,S/CAUDA, CONGELADA;01/01/2016;;KG;QUILOGRAMA;
03038312;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038312 - CABEÇAS DE MERLUZA NEGRA CONGELADAS;01/01/2016;31/03/2017;KG;QUILOGRAMA;
03038319;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038319 - OUTRAS FORMAS DE MERLUZA NEGRA CONGELADA;01/01/2016;;KG;QUILOGRAMA;
03038321;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038321 - MERLUZA ANTÁRTICA EVISCERADA S/CABEÇA,S/CAUDA,CONGELADA;01/01/2016;;KG;QUILOGRAMA;
03038322;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038322 - CABEÇAS DE MERLUZA ANTÁRTICA CONGELADAS;01/01/2016;31/03/2017;KG;QUILOGRAMA;
03038329;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038329 - OUTRAS FORMAS DE MERLUZA ANTÁRTICA, CONGELADAS;01/01/2016;;KG;QUILOGRAMA;
03038400;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038400 - ROBALOS CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03038910;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038910 - CORVINA CONGELADA;01/01/2016;;KG;QUILOGRAMA;
03038920;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038920 - PESCADAS CONGELADAS;01/01/2016;;KG;QUILOGRAMA;
03038931;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038931 - AGULHÕES CONGELADOS;01/01/2016;31/03/2017;KG;QUILOGRAMA;
03038932;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038932 - PARGO (LUTJANUS PURPUREUS) CONGELADO;01/01/2016;;KG;QUILOGRAMA;
03038933;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038933 - PEIXE-SAPO CONGELADO;01/01/2016;;KG;QUILOGRAMA;
03038941;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038941 - CHERNE-POVEIRO CONGELADO;01/01/2016;;KG;QUILOGRAMA;
03038942;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038942 - GAROUPAS CONGELADAS;01/01/2016;;KG;QUILOGRAMA;
03038943;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038943 - TAINHAS CONGELADAS;01/01/2016;;KG;QUILOGRAMA;
03038944;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038944 - ESTURJÕES CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03038945;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038945 - PEIXES-REI CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03038946;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038946 - NOTOTENIAS CONGELDAS;01/01/2016;;KG;QUILOGRAMA;
03038951;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038951 - CURIMATÃS CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03038952;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038952 - TILÁPIAS CONGELADAS;01/01/2016;;KG;QUILOGRAMA;
03038953;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038953 - SURUBINS CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03038954;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038954 - TRAÍRA CONGELADA;01/01/2016;;KG;QUILOGRAMA;
03038955;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038955 - PIAUS (LEPORINUS SPP.) CONGELADOS;01/01/2016;;KG;QUILOGRAMA;
03038956;PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS;03038956 - PIRARUCU (ARAPAIMA GIGAS) CONGELADO;01/01/2016;;KG;QUILOGRAMA;
