cd_UGestora,nu_Licitacao,tp_Licitacao,dt_Ano,dt_Homologacao,de_Obs,vl_Licitacao,nu_Propostas,dt_MesAno
101141,000022016,11,2016,2016-08-02 00:00:00,"AQUISICAO DE FORMA PARCELADA DE COMBUSTIVEL, DESTINADO A ATENDER AS NECESSIDADES DA CAMARA MUNICIPAL DE PIANCO,  CONFORM",6160,1,082016
101142,000032016,11,2016,2016-05-02 00:00:00,CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE GENEROS ALIMENTICIOS E MATERIAL DE LIMPEZA,17620.6,1,052016
101142,000042016,11,2016,2016-05-19 00:00:00,CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE COMBUSTIVEL DE FORMA PARCELADA,49130,1,052016
101143,000012016,7,2016,2016-03-10 00:00:00,CONTRATACAO DE EMPRESAS PARA PRESTAR SERVICOS TECNICOS ESPECIALIZADOS EM CONTABILIDADE PUBLICA,30000,1,032016
101143,000012016,8,2016,2016-03-10 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTAR SERVICOS TECNICOS ESPECIALIZADOS EM CONTABILIDADE PUBLICA,30000,1,062016
101143,000012016,11,2016,2016-05-17 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA LOCACAO DE SOFTWARE DE SISTEMAS INFORMATIZADOS E INTEGRADOS DE GESTAO PARA ADM,16000,1,052016
101143,000022016,11,2016,2016-05-16 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTAR SERVICOS NA IMPLANTACAO DE PRATICAS DE CONTROLE DE DEFESA PUBLICA, COM",25000,1,052016
101143,000032016,8,2016,2016-06-06 00:00:00,PRESTACAO DE SERVICOS ADVOCATICIOS ESPECIALIZADOS PARA DEFESA E ACOMPANHAMENTO DOS PROCESSOS DA CAMARA MUNICIPAL DE PILA,21000,1,062016
101145,000012016,2,2016,2016-06-08 00:00:00,"AQUISICOES DE GASOLINA COMUM E OLEO LUBRIFICANTE, DESTINADOS A ABASTECIMENTO(S)/MANUTENCAO(OES) DE VEICULO(S) PERTENCENT",10512.4,1,072016
101147,000012016,2,2016,2016-06-10 00:00:00,CONTRATACAO DE EMPRESA PARA EXECUCAO DE OBRA DE REFORMA DA CAMARA MUNICIPAL DE PITIMBU.,38997.78,1,072016
101151,000012016,11,2016,2016-05-27 00:00:00,CONTRATACAO DE EMPRESA DESTINADA AO FORNECIMENTO PARCELADO DE COMBUSTIVEIS PARA ATENDER AS NECESSIDADES DESTA CAMARA MUN,33594.4,1,062016
101151,000022016,11,2016,2016-05-27 00:00:00,AQUISICAO PARCELADA DE GENEROS ALIMENTICIOS E MATERIAL DE HIGIENE E LIMPEZA PARA ATENDER AS NECESSIDADES DESTA CAMARA MU,57309.44,2,062016
101151,000032016,11,2016,2016-06-16 00:00:00,"LOCACAO DE SISTEMAS PARA A REALIZACAO DOS SERVICOS DE PROCESSAMENTO DE DADOS DA FOLHA DE PAGAMENTO, GERACAO DE GFIP E CO",9000,1,062016
101151,000042016,11,2016,2016-11-23 00:00:00,AQUISICAO DE AR-CONDICIONADO TIPO SPLIT E SOFA DE 03 LUGARES EM KORINO PARA ATENDER AS NECESSIDADES DESTA CAMARA MUNICIP,31100,2,122016
101153,000012016,8,2016,2016-03-31 00:00:00,O PRESENTE CONTRATO TEM POR OBJETO A PRESTACAO POR PARTE DO CONTRATADO DE SERVICOS JURIDICOS PARA ELABORACAO DE DEFESAS ,36000,1,062016
101153,000022016,8,2016,2016-06-10 00:00:00,"CONTRATACAO DE ASSESSOR(A) JURIDICO, PARA ELABORACAO DE DEFESAS EM TRIBUNAIS, PARECERES DAS COMISSOES E CONTRATOS, DE AC",28000,1,062016
101155,000012016,2,2016,2016-05-03 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA EM VEICULACAO E DIVULGACAO  DE MATERIAS INSTITUCIONAIS DO PODER LEGISLATIVO.,28400,1,052016
101155,000022016,2,2016,2016-07-05 00:00:00,"CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE COMBUSTIVEL GASOLINA COMUM, PARA ABASTECIMENTO DOS VEICULOS VINCULADOS AO PO",15160,1,072016
101160,000022016,3,2016,2016-06-27 00:00:00,"A COMPRA DE GASOLINA COMUM DESTINADO AO VEICULO LOTADO NO GABINETE DO PRESIDENTE, CONFORME PLANILHA ANEXA AO PROCESSO.",8906.5,1,072016
101163,000032016,8,2016,2016-09-01 00:00:00,PRESTACAO DE SERVICOS TECNICOS ESPECIALIZADOS EM ADVOCACIA PARA A CAMARA MUNICIPAL DE RIO TINTO.,15600,1,112016
101164,000012016,3,2016,2016-04-26 00:00:00,LOCACAO DE UM VEICULO DESTINADO AO GABINETE DA CAMARA DE VEREADORES.,19040,3,062016
101164,000022016,8,2016,2016-03-04 00:00:00,SERVICOS JURIDICOS,20000,1,062016
101165,000012016,8,2016,2016-05-02 00:00:00,CONTRATACAO DE PROFISSIONAL PARA PRESTAR SERVICOS ESPECIALIZADOS EM CONTABILIDADE PUBLICA JUNTA A CAMARA MUNICIPAL DE SA,31200,1,082016
101165,000012016,11,2016,2016-04-01 00:00:00,CONTRATACAO DE SERVICOS ADVOCATICIOS E CONSULTORIA JURIDICA PARA A CAMARA MUNICIPAL DE SALGADO DE SAO FELIX,19350,2,082016
101165,000022016,11,2016,2016-04-29 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA LOCACAO DE SOFTWARE DESTINADOS A CONTABILIDADE DA CAMARA MUNICIPAL DE SALGADO ,12000,1,082016
101166,000012016,8,2016,2016-02-03 00:00:00,"PRESTACAO DOS SERVICOS TECNICOS ESPECIALIZADOS EM CONTABILIDADE PUBLICA, COMPREENDENDO ENTRE OUTAS ATIVIDADES FINANCEIRA",25300,1,022016
101169,000012016,8,2016,2016-01-28 00:00:00,"CONTRATACAO DE EMPRESA OU PROFISSIONAL DA AREA CONTABIL, PARA PRESTAR SERVICOS DE ASSESSORAMENTO NA CONTABILIDADE DA CAM",36000,1,052016
101169,000022016,8,2016,2016-01-18 00:00:00,"EXECUTAR OS SERVICOS TECNICOS ESPECIALIZADOS DE ASSESSORAMENTO JURIDICO,   DEFESA DOS DIREITOS E INTERESSES DA CONTRATAN",24000,1,052016
101170,000012016,8,2016,2016-02-15 00:00:00,PRESTACAO DE SERVICOS CONTABEIS AO PODER LEGISLATIVO DO MUNICIPIO DE SANTA LUZIA -PB,33000,1,102016
101170,000012016,11,2016,2016-04-01 00:00:00,AQUISICAO PARCELADA DE COMBUSTIVEIS E LUBRIFICANTES DESTINADOS A VEICULOS DA FROTA DA CAMARA MUNICIPAL DE SANTA LUZIA -P,66213,1,102016
101170,000022016,8,2016,2016-03-01 00:00:00,PRESTACAO DE SERVICOS JURIDICOS AO PODER LEGISLATIVO DO MUNICIPIO DE SANTA LUZIA -PB.,30000,1,102016
101170,000022016,11,2016,2016-03-30 00:00:00,AQUISICAO PARCELADA DE MATERIAL DE CONSUMO ADMINISTRATIVO DESTINADO AO PODER LEGISLATIVO DA CAMARA MUNICIPAL DE SANTA LU,23508.5,1,102016
101171,000012016,7,2016,2016-12-20 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA REALIZACAO DE PEQUENOS REPAROS PINTURA DA CAMARA MUNICIPAL DE SANTA RITA,138406.2,1,122016
101171,000012016,11,2016,2016-04-26 00:00:00,"CONTRATACAO DE EMPRESA PARA FORNECIMENTO PARCELADO DE: MATERIAL DE EXPEDIENTE, LIMPEZA E GENEROS ALIMENTICIOS, DESTINADO",188195.37,3,052016
101171,000022016,3,2016,2016-04-22 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA IMPLANTACAO E SUPORTE TECNICO DE SOFTWARE, DESTINADO AO CONTROLE CONTABIL, FOL",60000,3,052016
101171,000022016,11,2016,2016-06-06 00:00:00,"CONTRATACAO DE EMPRESA PARA FORNECIMENTO DE MATERIAIS E EQUIPAMENTOS DE INFORMATICA, DESTINADOS A ATENDER AS NECESSIDADE",40350,1,072016
101171,000032016,11,2016,2016-11-29 00:00:00,"CONTRATACAO DE EMPRESA PARA MINISTRA CURSOS DE CAPACITACAO DESTINADOS AOS SERVIDORES, VEREADORES DA ATUAL E DA PROXIMA L",48000,1,122016
101174,000012016,8,2016,2016-11-01 00:00:00,"SERVICOS TECNICOS ESPECIALIZADOS NA AREA CONTABIL COM ELABORACAO DE BALANCETES MENSAIS DA CAMARA, DO SISTEMA DE CONTABIL",52000,1,122016
101175,000022016,8,2016,2016-05-25 00:00:00,CONTRATACAO DE SERVICOS TECNICOS ESPECIALIZADOS NA AREA DE CONSULTORIA E ASSESSORIA JURIDICA,23200,1,062016
101184,000012016,8,2016,2016-11-01 00:00:00,"SERVICOS TECNICOS ESPECIALIZADOS CONTABEIS PARA OS SERVICOS DE: ELABORACAO DE BALANCETES MENSAIS DA CAMARA, DO SISTEMA D",51600,1,122016
101186,000012016,2,2016,2016-06-06 00:00:00,PRESTACAO DE SERVICOS DE LOCACAO DE SOFTWARES DESTINADOS A CAMARA MUNICIPAL DE SAO JOSE DE CAIANA-PB,9600,1,082016
101186,000022016,2,2016,2016-06-06 00:00:00,"PRESTACAO DE SERVICOS NA PREPARACAO DE DOCUMENTOS DE APOIO ADMINISTRATIVO NA ELABORACAO DE GFIP, RAIS E DIRF DURANTE O E",7700,1,082016
101186,000022016,8,2016,2016-01-26 00:00:00,CONTRATACAO DE PROFISSIONAL PARA PRESTACAO DE SERVICOS DE ASSESSORIA JURIDICA AO PODER LEGISLATIVO DO MUNICIPIO DE SAO J,28600,1,082016
101186,000032016,2,2016,2016-07-12 00:00:00,CONTRATACAO DE PESSOA JURIDICA PARA PRESTACAO DE SERVICOS TECNICOS ESPECIALIZADOS EM ORGANIZACAO E EXECUCAO DE CONCURSO ,31000,1,082016
101186,000032016,8,2016,2016-06-01 00:00:00,AQUISICAO PARCELADA DE COMBUSTIVEL (GASOLINA COMUM) DESTINADO A VEICULO PERTENCENTE AO PODER LEGISLATIVO DO MUNICIPIO DE,39500,1,082016
101187,000012016,11,2016,2016-07-21 00:00:00,"CONTRATACAO DE SERVICOS DE LOCACAO DE VEICULOS TIPO PASSEIO COM CAPACIDADE PARA CINCO PASSAGEIROS, ANO FABRICACAO ENTRE ",12500,1,072016
101189,000012016,8,2016,2016-04-07 00:00:00,CONTRATACAO DE UM ADVOGADO PARA PRESTAR ASSESSORIA JURIDICA DE CARATER ADMINISTRATIVO PARA DEFENDER A CAMARA MUNICIPAL E,22500,1,052016
101190,000012016,2,2016,2016-05-13 00:00:00,LOCACAO  DE  UM  VEICULO  EM  TEMPO  INTEGRAL  PARA  FICAR  A DISPOSICAO DA CAMARA MUNICIPAL DE SAO JOSE DO BONFIM-PB.,20000,1,052016
101190,000022016,8,2016,2016-04-26 00:00:00,"CONTRATACAO DE ASSESSORIA JURIDICA NA AREA ADMINISTRATIVA, ORIENTANDO O PRESIDENTE DA CAMARA NO CUMPRIMENTO DA LEI E EVE",19792,1,122016
101192,000012016,8,2016,2016-03-01 00:00:00,CONTRATACAO DIRETA POR MOTIVOS DE INVIABILIDADE DE COMPETICAO DESTINADA AOS SERVICOS DE ASSESSORIAS E CONSULTORIA JURIDI,35000,1,102016
101192,000032016,11,2016,2016-04-20 00:00:00,"CONTRATACAO DE PESSOA FISICA  DESTINADO A PRESTACAO DE SERVICOS NA ELABORACAO DE FOLHA DE PAGAMENTO,  ELABORACAO DE EMPE",17700,1,052016
101192,000042016,11,2016,2016-05-17 00:00:00,CAMARA MUNICIPAL DE SAO JOSE DO SABUGI  AVISO DE LICITACAO  PREGAO PRESENCIAL N 0001/2016  TORNA PUBLICO QUE FARA REALIZ,35460,1,052016
101196,000012016,8,2016,2016-06-01 00:00:00,"CONTRATACAO DE PROFISSIONAL COM NOTORIA ESPECIALIZACAO E CAPACIDADE TECNICA EM CONTABILIDADE, PARA ACOMPANHAMENTO DOS SE",21600,1,092016
101196,000012016,11,2016,2016-04-06 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTAR OS SERVICOS DE LOCACAO DE SISTEMAS INFORMATIZADOS DE CONTABILIDADE PUB,16200,1,092016
101197,000012016,8,2016,2016-07-05 00:00:00,"CONTRATACAO DE ESCRITORIO DE ADVOCACIA, PARA PRESTACAO DE SERVICOS ADVOCATICIOS NA AREA DE DIREITO PUBLICO ADMINISTRATIV",15000,1,102016
101199,000012016,3,2016,2016-03-11 00:00:00,LOCACAO DE VEICULO TIPO PASSEIO PARA O GABINETE DA PRESIDENCIA DA CAMARA DE VEREADORES PARA O EXERCICIO DE 2016.,20000,1,052016
101199,000012016,8,2016,2016-02-02 00:00:00,"CONTRATACAO DE PROFISSIONAL DA AREA JURIDICA PARA ATUAR JUNTO AOS ORGAOS DAS ESFERAS FEDERAL, ESTADUAL, MUNICIPAL E AUTA",22000,1,052016
101199,000022016,3,2016,2016-03-14 00:00:00,LOCACAO DO PROGRAMA DE SOFTWEARE PARA ATENDER A CONTABILIDADE DA CAMARA DE VEREADORES PARA O EXERCICIO DE 2016.,8500,1,052016
101199,000022016,8,2016,2016-02-03 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA NOS SERVICOS CONTABIL, FINANCEIRO, ELABORACAO DE RELATORIOS CONTABEIS, CONSULTORIA,",38500,1,052016
101200,000022016,2,2016,2016-05-02 00:00:00,LOCACAO DE TRES VEICULOS TIPO PASSEIO.,55200,1,052016
101200,000022016,7,2016,2016-08-11 00:00:00,AQUISICAO PARCELADA DE GENEROS ALIMENTICIOS DIVERSOS.,15832,1,112016
101200,000042016,2,2016,2016-05-16 00:00:00,AQUISICAO PARCELADA DE MATERIAIS DE EXPEDIENTE DIVERSOS.,12836.7,1,052016
101200,000052016,2,2016,2016-06-22 00:00:00,AQUISICAO PARCELADA DE MATERIAIS DE LIMPEZA DIVERSOS.,18334.5,1,062016
101200,000062016,2,2016,2016-06-22 00:00:00,AQUISICAO PARCELADA DE GENEROS ALIMENTICIOS DIVERSOS.,4500,1,062016
101203,000012016,2,2016,2016-05-10 00:00:00,"CONTRATACAO DE EMPRESA PARA PREPARACAO DE DOCUMENTOS DE APOIO ADMINISTRATIVO NA ELABORACAO DE GFIP, RAIS, DIRF, ENTRE OU",9600,1,082016
101205,000012016,3,2016,2016-07-12 00:00:00,"LOCACAO DE SOFTWARES DIVERSOS, DESTINADOS A CAMARA MUNICIPAL DESTE MUNICIPIO",9000,3,072016
101205,000012016,8,2016,2016-04-01 00:00:00,PRESTACAO DE SERVICOS TECNICOS ESPECIALIZADOS DE CONTABILIDADE PARA A CAMARA MUNICIPAL DE SERRARIA,22500,1,062016
101205,000022016,8,2016,2016-04-01 00:00:00,PRESTACAO DE SERVICOS TECNICOS ESPECIALIZADOS EM ADVOCACIA PARA A CAMARA MUNICIPAL DE SERRARIA,18000,1,062016
101207,000012015,3,2016,2015-06-16 00:00:00,"A COMPRA DE GASOLINA COMUM DESTINADA AO VEICULO LOTADO NO GABINETE DO PRESIDENTE, CONFORME PLANILHA ANEXA AO PROCESSO.",14490,1,022016
101211,000032016,11,2016,2016-05-02 00:00:00,"CONTRATACAO DE TERCEIRO PARA FORNECIMENTO DE QUENTINHA, COFEE BREACK E BUFFET, SUPRINDO AS NECESSIDADES DA CAMARA MUNICI",89280,1,052016
101215,000012016,8,2016,2016-05-02 00:00:00,"SERVICOS TECNICOS ESPECIALIZADOS NA AREA CONTABIL COM ELABORACAO DE BALANCETES MENSAIS DA CAMARA, DO SISTEMA DE CONTABIL",66300,1,052016
101220,000012016,8,2016,2016-11-03 00:00:00,"SERVICOS TECNICOS ESPECIALIZADOS CONTABEIS PARA OS SERVICOS DE: ELABORACAO DE BALANCETES MENSAIS DA CAMARA, DO SISTEMA D",50050,1,112016
101221,000022016,8,2016,2016-06-20 00:00:00,"CONTRATACAO DE ADVOGADO PARA PRESTAR SERVICO DE ASSESSOR JURIDICO, REALIZANDO ATIVIDADES DE ACOMPANHAMENTO JUNTO AOS PAR",11200,1,062016
201001,000012015,5,2016,2016-02-04 00:00:00,"A ALIENACAO PARA A VENDA DE BENS MOVEIS, EM VIRTUDE DE HAVER SE TORNADOS ANTIECONOMICOS E INSERVIVEIS PARA O MUNICIPIO, ",33000,4,022016
201001,000012016,5,2016,2016-11-08 00:00:00,"A ALIENACAO PARA A VENDA DE BENS MOVEIS, EM VIRTUDE DE HAVER SE TORNADOS ANTIECONOMICOS E INSERVIVEIS PARA O MUNICIPIO, ",239400,10,112016
201001,000012016,11,2016,2016-01-25 00:00:00,"AQUISICAO DE EQUIPAMENTOS MEDICOS E MATERIAL PERMANENTE DESTINADOS AO CENTRO DE SAUDE JOSE PEDRO FIRMINO, UNIDADES DE SA",163107.48,6,022016
201001,000012016,12,2016,2016-06-01 00:00:00,"AQUISICAO DE MEDICAMENTOS QUE COMPOEM O ELENCO DE ASSISTENCIA FARMACEUTICA BASICA, MEDICAMENTOS PARA COMPLEMENTACAO DO E",231739,2,062016
201001,000022016,2,2016,2016-02-05 00:00:00,"CONTRATACAO DOS SERVICOS DE CONTABILIDADE, ASSESSORIA TECNICA CONTABIL, ADMINISTRATIVA E FINANCEIRA PARA O FUNDO MUNICIP",22000,1,022016
201001,000022016,3,2016,2016-04-06 00:00:00,"AQUISICAO DE GENEROS ALIMENTICIOS, MATERIAL DE LIMPEZA E DIVERSOS PARA O FUNDO MUNICIPAL DE SAUDE DE AGUA BRANCA/PB",45984.6,3,042016
201001,000022016,7,2016,2016-04-18 00:00:00,AQUISICAO DE KIT INTERATIVO (HORA DO CONTO) DESTINADO A SECRETARIA DE EDUCACAO DESTE MUNICIPIO.,2900,1,042016
201001,000032016,2,2016,2016-07-15 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PAVIMENTACAO EM DIVERSAS RUAS, NO MUNICIPIO DE AGUA BRANCA/PB, CONFORME CONTRA",238312.65,1,072016
201001,000032016,7,2016,2016-06-17 00:00:00,AQUISICAO DE FARDAMENTO DESTINADO A SECRETARIA DE ACAO SOCIAL NO MUNICIPIO DE AGUA BRANCA - PB.,6780,1,062016
201001,000032016,11,2016,2016-01-29 00:00:00,"AQUISICAO DE COMBUSTIVEL, DERIVADOS DO PETROLEO E GAS GLP DESTINADO AO FUNDO MUNICIPAL DE SAUDE DESTE MUNICIPIO.",318590,1,022016
201001,000032016,13,2016,2016-08-19 00:00:00,"AQUISICAO DE GENEROS ALIMENTICIOS DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR RURAL, PARA O ATENDIMENTO AO PROGRAMA NACION",32484,16,082016
201001,000042016,7,2016,2016-06-30 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA REALIZACAO DOS SERVICOS DE REPARO, INCLUINDO SUBSTITUICAO DE PECAS NO ONIBUS E",13071.38,1,062016
201001,000042016,8,2016,2016-05-09 00:00:00,"CONTRATACAO DE EMPRESA IDONEA DETENTORA DE EXCLUSIVIDADE DA BANDA GABRIEL DINIZ, PARA APRESENTACAO DE SHOW MUSICAL NA PR",120000,1,052016
201001,000042016,11,2016,2016-01-29 00:00:00,CONTRATACAO DE PROFISSIONAL ESPECIALIZADO EM PRESTACAO DE CONTAS E CONVENIOS FIRMADOS COM O GOVERNO FEDERAL E ESTADUAL P,13200,1,022016
201001,000052016,7,2016,2016-08-25 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA EM PERFURACAO DE POCOS E TESTE DE VAZAO PARA DIVERSAS COMUNIDADES DO MUNICIPIO DE A,84500,1,082016
201001,000052016,8,2016,2016-05-10 00:00:00,"CONTRATACAO DE EMPRESA IDONEA DETENTORA DE EXCLUSIVIDADE DA BANDA ROBERTO VANEIRAO E ARROXE O NO, PARA APRESENTACAO DE S",20000,1,052016
201001,000062016,7,2016,2016-12-01 00:00:00,"CONTRATACAO DE EMPRESA NA LOCACAO DE ESTRUTURA (PALCO, SOM DE MEDIO PORTE, GERADOR DE ENERGIA PARA A APRESENTACAO NAS FE",7800,1,122016
201001,000062016,8,2016,2016-05-11 00:00:00,"CONTRATACAO DE EMPRESA IDONEA DETENTORA DE EXCLUSIVIDADE DA BANDA FORRO PEGADO, PARA APRESENTACAO DE SHOW MUSICAL NA PRA",80000,1,052016
201001,000072016,2,2016,2016-12-05 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA A CONSTRUCAO DA PRACA FREI DAMIAO, LOCALIZADA NA SEDE DO MUNICIPIO, S/N, CENTR",61492.74,4,122016
201001,000072016,8,2016,2016-05-16 00:00:00,"CONTRATACAO DE EMPRESA IDONEA DETENTORA DE EXCLUSIVIDADE DA BANDA FEITICO DE MENINA, PARA APRESENTACAO DE SHOW MUSICAL N",15000,1,052016
201001,000082016,2,2016,2016-12-05 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA EM CONSTRUCAO DA CAPELA E UM ESPACO RELIGIOSO, LOCALIZADA NA COMUNIDADE CAMINHOES Q",38090.02,4,122016
201001,000082016,8,2016,2016-05-16 00:00:00,"CONTRATACAO DE EMPRESA IDONEA DETENTORA DE EXCLUSIVIDADE DA BANDA FORROZAO M1000, PARA APRESENTACAO DE SHOW MUSICAL NA P",15000,1,052016
201001,000082016,11,2016,2016-01-29 00:00:00,"AQUISICAO DE MATERIAL DE CONSTRUCAO, HIDRAULICO, ELETRICO E EQUIPAMENTOS UTILIZADOS EM CONSTRUCAO CIVIL DESTINADOS A MAN",48509.16,4,022016
201001,000092016,2,2016,2016-12-02 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA NOS SERVICOS DE IMPLANTACAO DE PAVIMENTACAO ASFALTICA, TIPO CBUQ, SOBRE AS RUAS: PA",1499942.82,1,122016
201001,000092016,8,2016,2016-06-14 00:00:00,"CONTRATACAO DE EMPRESA IDONEA DETENTORA DE EXCLUSIVIDADE DA CANTORA IRAH CALDEIRA, PARA APRESENTACAO DE SHOW MUSICAL NA ",33000,1,062016
201001,000102016,8,2016,2016-11-30 00:00:00,"CONTRATACAO ARTISTICA, DA BANDA FORRO DO MUIDO, PARA APRESENTACAO NAS FESTIVIDADES TRADICIONAIS DO AGUA BRANCA CULTURAL,",80000,1,112016
201001,000112016,8,2016,2016-12-23 00:00:00,"CONTRATACAO ARTISTICA DA BANDA FEITICO DE MENINA, PARA APRESENTACAO NAS FESTIVIDADES TRADICIONAIS DE REVEILLON, NO MUNIC",22000,1,122016
201001,000122016,8,2016,2016-12-23 00:00:00,"CONTRATACAO ARTISTICA DA BANDA ENCANTO DE MULHER, PARA APRESENTACAO NAS FESTIVIDADES TRADICIONAIS DE REVEILLON, NO MUNIC",20000,1,122016
201001,000132016,11,2016,2016-03-01 00:00:00,"AQUISICAO DE DOIS VEICULOS DE PASSEIO ZERO KM, UM PARA O TRANSPORTE DE EQUIPE DA UNIDADE DE SAUDE DA FAMILIA DA VILA PAP",78400,3,032016
201001,000182016,11,2016,2016-03-10 00:00:00,"AQUISICAO DE AMORTECEDORES, ESCAPAMENTOS, BATERIAS E PECAS AUTOMOTIVAS EM GERAL, PARA OS VEICULOS DA PREFEITURA MUNICIPA",116777.08,1,032016
201001,000192016,11,2016,2016-03-10 00:00:00,"AQUISICAO DE AMORTECEDORES, ESCAPAMENTOS, BATERIAS E PECAS AUTOMOTIVAS EM GERAL, PARA OS VEICULOS DA SECRETARIA DE SAUDE",36190,2,032016
201001,000212016,11,2016,2016-03-10 00:00:00,"AQUISICAO DE PNEUS E CAMARA E SERVICOS DE ALINHAMENTO, BALANCEAMENTO E CAMBAGEM PARA OS VEICULOS DO FUNDO MUNICIPAL DE S",77140,1,032016
201001,000252016,11,2016,2016-03-15 00:00:00,CONTRATACAO DOS SERVICOS DE FORNECIMENTO DE REFEICOES PRONTAS PARA O FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO.,46000,1,032016
201001,000272016,11,2016,2016-03-15 00:00:00,AQUISICAO DE MATERIAL E INSTRUMENTAL ODONTOLOGICO PARA AS ACOES DA REDE DE ATENCAO BASICA DE SAUDE DESTE MUNICIPIO,48997.35,2,032016
201001,000292016,11,2016,2016-04-04 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA EM CONSULTORIA E ASSESSORIA NA AREA EDUCACIONAL PARA PRESTAR SERVICOS NA SECRETARIA,10710,3,042016
201001,000302016,11,2016,2016-04-15 00:00:00,"CONTRATACAO DOS SERVICOS ESPECIALIZADOS DE CONFECCAO DE PROTESE DENTARIA PARA ATENDER O PROGRAMA DO GOVERNO FEDERAL ""BRA",134910,2,042016
201001,000322016,11,2016,2016-05-02 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EXECUCAO DOS SERVICOS DE ASSESSORIA TECNICA ADMINISTRATIVA NO LEVANTAMENTO, AV",12000,1,052016
201001,000332016,11,2016,2016-05-02 00:00:00,"CONTRATACAO DOS SERVICOS DE CASA DE APOIO, AGENDAMENTO DE CONSULTAS, EXAMES E ACOMPANHAMENTO A ENFERMOS NA CIDADE DE CAM",7600,1,052016
201001,000342016,11,2016,2016-05-02 00:00:00,CONTRATACAO DE SERVICOS PARA ELABORACAO DE PLANOS DE TRABALHOS E ASSESSORIA E ACOMPANHAMENTO DE PROJETOS JUNTO AOS MINIS,14400,1,052016
201001,000352016,11,2016,2016-05-02 00:00:00,AQUISICAO DE HORTIFRUTI DESTINADOS A SECRETARIA DE ACAO SOCIAL E EDUCACAO DO MUNICIPIO DE AGUA BRANCA/PB,108686.5,1,052016
201001,000362016,11,2016,2016-05-02 00:00:00,CONTRATACAO DE VEICULOS TIPO VAN PARA TRANSPORTE DE PESSOAS DOENTES PARA A REALIZACAO DE TRATAMENTO MEDICO FORA DO MUNIC,48480,2,052016
201001,000382016,11,2016,2016-05-31 00:00:00,"CONTRATACAO DE EMPRESA ESPECIALIZADA EM LOCACAO DE SERVICOS DE SISTEMA DE SONORIZACAO, ILUMINACAO, PALCOS, GERADORES DE ",50630,1,052016
201001,000392016,11,2016,2016-05-31 00:00:00,AQUISICAO DE MEDICAMENTOS INJETAVEIS E MATERIAL HOSPITALAR DE USO INTERNO NO HOSPITAL E NAS UNIDADES BASICA DE SAUDE DES,156626,3,052016
201001,000412016,11,2016,2016-06-09 00:00:00,AQUISICAO DE PAES E BOLOS DESTINADOS A MERENDA DOS ALUNOS DA REDE DE ESCOLAS PUBLICAS DO MUNICIPIO E PARA OS PROGRAMAS D,31970,1,062016
201001,000422016,11,2016,2016-06-09 00:00:00,CONTRATACAO DE EMPRESA ESPECIALIZADA PARA OS SERVICOS DE VIGILANCIA NOTURNA DOS PREDIOS PUBLICOS DESTE MUNICIPIO.,10500,1,062016
201001,000442016,11,2016,2016-07-04 00:00:00,"CONTRATACAO DE VEICULO, DESTINADO A TRANSPORTE ESCOLAR NESTE MUNICIPIO.",11220,1,072016
201001,000452016,11,2016,2016-07-04 00:00:00,LOCACAO DE MOTOCICLETAS PARA FICAR A DISPOSICAO DA SECRETARIA DE EDUCACAO DESTE MUNICIPIO,10560,2,072016
201001,000462016,11,2016,2016-07-11 00:00:00,AQUISICAO DE MEDICAMENTOS CONTROLADOS E MATERIAL MEDICO HOSPITALAR PARA AS UNIDADES BASICAS DE SAUDE DO MUNICIPIO DE AGU,36208.65,1,072016
201001,000472016,11,2016,2016-07-11 00:00:00,"CONTRATACAO DOS SERVICOS DE ELABORACAO DE PROJETOS BASICOS E EXECUTIVOS, TOPOGRAFIA E PRESTACAO DE SERVICOS NECESSARIOS,",23170,2,072016
201001,000482016,11,2016,2016-07-22 00:00:00,LOCACAO DE MOTOCICLETAS PARA FICAR A DISPOSICAO DA SECRETARIA DE EDUCACAO DESTE MUNICIPIO,13200,3,072016
